V1,V2,V3
Estrone Metabolism,"2-Methoxyestrone; Adenosine 3',5'-diphosphate; Estrone; Estradiol; Estriol; NADP; NADPH; Uridine 5'-diphosphate; 16a-Hydroxyestrone; 2-Hydroxyestrone; Magnesium; NAD; Uridine diphosphate glucuronic acid; S-Adenosylhomocysteine; Phosphoadenosine phosphosulfate; S-Adenosylmethionine; Oxygen; Estrone sulfate; NADH; Water; Heme; 2-Methoxyestrone 3-glucuronide; Estrone glucuronide; Hydrogen Ion",http://www.smpdb.ca/view/SMP30880
Ethanol Degradation,Acetic acid; Adenosine monophosphate; Ethanol; NADP; NADPH; Pyrophosphate; Adenosine triphosphate; NAD; Acetaldehyde; Acetyl-CoA; Zinc (II) ion; Hydrogen; Oxygen; Coenzyme A; NADH; Water; Hydrogen peroxide; Heme; Hydrogen Ion,http://www.smpdb.ca/view/SMP00449
Ethylmalonic Encephalopathy,Adenosine monophosphate; L-Carnitine; Palmitic acid; L-Palmitoylcarnitine; Pyrophosphate; Adenosine triphosphate; Magnesium; NAD; Octanoyl-CoA; Butyryl-CoA; 3-Hydroxybutyryl-CoA; Acetyl-CoA; FAD; Palmityl-CoA; Glutaryl-CoA; Coenzyme A; Acetoacetyl-CoA; NADH; Tetradecanoyl-CoA; Carbon dioxide; Crotonoyl-CoA; Water; Lauroyl-CoA; (S)-3-Hydroxyhexadecanoyl-CoA; (S)-3-Hydroxytetradecanoyl-CoA; 3-Oxotetradecanoyl-CoA; (S)-3-Hydroxydodecanoyl-CoA; 3-Oxododecanoyl-CoA; (S)-Hydroxydecanoyl-CoA; 3-Oxodecanoyl-CoA; (S)-Hydroxyoctanoyl-CoA; 3-Oxooctanoyl-CoA; (S)-Hydroxyhexanoyl-CoA; 3-Oxohexanoyl-CoA; trans-2-Hexenoyl-CoA; (2E)-Hexadecenoyl-CoA; (2E)-Tetradecenoyl-CoA; (2E)-Decenoyl-CoA; (2E)-Octenoyl-CoA; 3-Oxohexadecanoyl-CoA; Decanoyl-CoA (n-C10:0CoA); Hydrogen Ion,http://www.smpdb.ca/view/SMP00181
Familial Hypercholanemia (FHCA),"Taurocholic acid; Cholesterol; Glycine; Glycocholic acid; NADP; Palmitic acid; NADPH; Pyrophosphate; Taurine; 3a,7a-Dihydroxycoprostanic acid; Chenodeoxycholic acid; Adenosine triphosphate; Cholic acid; Deoxycholic acid; Deoxycholic acid glycine conjugate; Chenodeoxycholic acid glycine conjugate; Lithocholic acid glycine conjugate; Lithocholyltaurine; Lithocholic acid; Taurodeoxycholic acid; NAD; Taurochenodesoxycholic acid; 27-Deoxy-5b-cyprinol; FAD; Propionyl-CoA; ADP; Choloyl-CoA; Oxygen; 24-Hydroxycholesterol; Coenzyme A; 5-b-Cholestane-3a ,7a ,12a-triol; NADH; 7a-Hydroxycholesterol; 7a-Hydroxy-cholestene-3-one; 27-Hydroxycholesterol; Water; 3a,7a-Dihydroxy-5b-cholestanoyl-CoA; 7a,12a-Dihydroxy-cholestene-3-one; Heme; 3a,7a,12a-Trihydroxy-5b-cholestan-26-al; 3'-AMP; 3a,7a,12a-Trihydroxy-5b-cholestanoic acid; 25-Hydroxycholesterol; 7-a,25-Dihydroxycholesterol; 7-a,27-Dihydroxycholesterol; Chenodeoxycholoyl-CoA; CE(22:2(13Z,16Z)); 7a,12a-Dihydroxy-5b-cholestan-3-one; 5b-Cyprinol sulfate; 3a,7a,12a-Trihydroxy-5b-cholest-24-enoyl-CoA; 3a,7a,12a,24-Tetrahydroxy-5b-cholestanoyl-CoA; 3a,7a,12a-Trihydroxy-5b-24-oxocholestanoyl-CoA; 7a-Hydroxy-5b-cholestan-3-one; 3a,7a-Dihydroxy-5b-cholestane; 3a,7a-Dihydroxy-5b-cholestan-26-al; 3a,7a-Dihydroxy-5b-cholest-24-enoyl-CoA; (24R)-Cholest-5-ene-3-beta,7-alpha,24-triol  ; 3 beta-Hydroxy-5-cholestenoate; 3beta,7alpha-Dihydroxy-5-cholestenoate; 3 alpha,7 alpha,26-Trihydroxy-5beta-cholestane; 3 alpha,7 alpha,24-Trihydroxy-5beta-cholestanoyl-CoA; 7alpha-Hydroxy-3-oxo-4-cholestenoate; 7 alpha,26-Dihydroxy-4-cholesten-3-one; Iron",http://www.smpdb.ca/view/SMP00317
Fatty Acid Biosynthesis,Biotin; Butyric acid; Acetic acid; Acetoacetic acid; Palmitic acid; 3-Hydroxybutyric acid; Caprylic acid; Capric acid; Caproic acid; Dodecanoic acid; Malonic acid; Myristic acid; Malonyl-CoA; Acetyl-CoA; Manganese; Coenzyme A; trans-2-Octenoic acid; 3-Oxohexanoic acid; (R)-3-Hydroxyhexanoic acid; trans-Hex-2-enoic acid; But-2-enoic acid; 3-Oxooctanoic acid; (R)-3-Hydroxyoctanoic acid; 3-Oxodecanoic acid; (R)-3-Hydroxydecanoic acid; trans-Dec-2-enoic acid; 3-Oxododecanoic acid; (R)-3-Hydroxydodecanoic acid; trans-Dodec-2-enoic acid; 3-Oxotetradecanoic acid; (R)-3-Hydroxy-tetradecanoic acid; trans-Tetra-dec-2-enoic acid; 3-Oxohexadecanoic acid; (R)-3-Hydroxy-hexadecanoic acid; Trans-Hexa-dec-2-enoic acid,http://www.smpdb.ca/view/SMP00456
Fatty Acid Elongation In Mitochondria,NADP; Palmitic acid; NADPH; NAD; Octanoyl-CoA; Butyryl-CoA; Acetyl-CoA; Palmityl-CoA; Coenzyme A; NADH; Tetradecanoyl-CoA; Water; Hexanoyl-CoA; Lauroyl-CoA; (2E)-Dodecenoyl-CoA; (S)-3-Hydroxyhexadecanoyl-CoA; (S)-3-Hydroxytetradecanoyl-CoA; 3-Oxotetradecanoyl-CoA; (S)-3-Hydroxydodecanoyl-CoA; 3-Oxododecanoyl-CoA; (S)-Hydroxydecanoyl-CoA; 3-Oxodecanoyl-CoA; (S)-Hydroxyoctanoyl-CoA; 3-Oxooctanoyl-CoA; (S)-Hydroxyhexanoyl-CoA; 3-Oxohexanoyl-CoA; trans-2-Hexenoyl-CoA; (2E)-Hexadecenoyl-CoA; (2E)-Tetradecenoyl-CoA; (2E)-Decenoyl-CoA; (2E)-Octenoyl-CoA; 5-Amino-2-oxopentanoic acid; 3-Oxohexadecanoyl-CoA; Decanoyl-CoA (n-C10:0CoA); Hydrogen Ion,http://www.smpdb.ca/view/SMP00054
Fatty acid Metabolism,Adenosine monophosphate; L-Carnitine; Palmitic acid; L-Palmitoylcarnitine; Pyrophosphate; Adenosine triphosphate; Magnesium; NAD; Octanoyl-CoA; Butyryl-CoA; 3-Hydroxybutyryl-CoA; Acetyl-CoA; FAD; Palmityl-CoA; Glutaryl-CoA; Coenzyme A; Acetoacetyl-CoA; NADH; Tetradecanoyl-CoA; Carbon dioxide; Crotonoyl-CoA; Water; Hexanoyl-CoA; Lauroyl-CoA; (S)-3-Hydroxyhexadecanoyl-CoA; (S)-3-Hydroxytetradecanoyl-CoA; 3-Oxotetradecanoyl-CoA; (S)-3-Hydroxydodecanoyl-CoA; 3-Oxododecanoyl-CoA; (S)-Hydroxydecanoyl-CoA; 3-Oxodecanoyl-CoA; (S)-Hydroxyoctanoyl-CoA; 3-Oxooctanoyl-CoA; (S)-Hydroxyhexanoyl-CoA; 3-Oxohexanoyl-CoA; trans-2-Hexenoyl-CoA; (2E)-Hexadecenoyl-CoA; (2E)-Tetradecenoyl-CoA; (2E)-Decenoyl-CoA; (2E)-Octenoyl-CoA; 3-Oxohexadecanoyl-CoA; Decanoyl-CoA (n-C10:0CoA); Hydrogen Ion,http://www.smpdb.ca/view/SMP00051
Folate Metabolism,"Ammonia; Folic acid; Formic acid; L-Glutamic acid; NADP; NADPH; Calcium; Adenosine triphosphate; Magnesium; NAD; 10-Formyltetrahydrofolate; Dihydrofolic acid; FAD; ADP; 5,10-Methenyltetrahydrofolic acid; 5-Methyltetrahydrofolic acid; Phosphate; NADH; Pyridoxal 5'-phosphate; 5,10-Methylene-THF; 5-Formiminotetrahydrofolic acid; Folinic acid; Tetrahydrofolic acid; Carbon dioxide; Water; N-Formyl-L-glutamic acid; Tetrahydrofolyl-[Glu](2); Tetrahydrofolyl-[Glu](n); Hydrogen Ion",http://www.smpdb.ca/view/SMP00053
Fructose and Mannose Degradation,"Fructose 6-phosphate; D-Mannose; L-Fucose; NADP; NADPH; Sorbitol; Pyrophosphate; Adenosine triphosphate; Magnesium; D-Fructose; NAD; D-Fructose 2,6-bisphosphate; Glyceraldehyde; Fructose 1,6-bisphosphate; Fructose 1-phosphate; Mannose 6-phosphate; GDP-L-fucose; D-Glyceraldehyde 3-phosphate; Guanosine diphosphate mannose; Fucose 1-phosphate; Guanosine triphosphate; Zinc (II) ion; ADP; GDP-4-Dehydro-6-deoxy-D-mannose; Phosphate; Dihydroxyacetone phosphate; NADH; Water; Phosphoric acid; Alpha-D-Glucose; D-Mannose 1-phosphate; Beta-D-Fructose 2-phosphate",http://www.smpdb.ca/view/SMP00064
GABA-Transaminase Deficiency,"1,3-Diaminopropane; Ureidopropionic acid; Carnosine; Ammonia; Beta-Alanine; Dihydrouracil; L-Glutamic acid; L-Histidine; L-Aspartic acid; Anserine; Oxoglutaric acid; Pantothenic acid; NADP; NADPH; Uracil; Calcium; 3-Methylhistidine; Copper; NAD; 3-Aminopropionaldehyde; Acetyl-CoA; FAD; Zinc (II) ion; Oxygen; Coenzyme A; NADH; Pyridoxal 5'-phosphate; Flavin Mononucleotide; Carbon dioxide; Water; Hydrogen peroxide; Malonic semialdehyde; Topaquinone; Hydrogen Ion",http://www.smpdb.ca/view/SMP00351
Galactose Metabolism,"Melibiose; Galactitol; D-Glucose; Glycerol; D-Galactose; D-Mannose; Alpha-Lactose; myo-Inositol; Sorbitol; Pyrophosphate; Sucrose; Uridine triphosphate; Uridine diphosphate glucose; Uridine 5'-diphosphate; Uridine diphosphategalactose; Adenosine triphosphate; Magnesium; Galactose 1-phosphate; D-Fructose; NAD; Maltotriose; Zinc (II) ion; ADP; Glucose 6-phosphate; Phosphate; NADH; Glucose 1-phosphate; Water; Raffinose; Alpha-D-Glucose; Stachyose; Galactan; Galactinol; Galactosylglycerol; Melibiitol; Epimelibiose; Iron; Cellulose, microcrystalline",http://www.smpdb.ca/view/SMP00043
Galactosemia,"Melibiose; Galactitol; D-Glucose; Glycerol; D-Galactose; D-Mannose; Alpha-Lactose; myo-Inositol; Sorbitol; Pyrophosphate; Sucrose; Uridine triphosphate; Uridine diphosphate glucose; Uridine 5'-diphosphate; Uridine diphosphategalactose; Adenosine triphosphate; Magnesium; Galactose 1-phosphate; D-Fructose; NAD; Zinc (II) ion; ADP; Glucose 6-phosphate; Phosphate; NADH; Glucose 1-phosphate; Water; Raffinose; Alpha-D-Glucose; Stachyose; Galactinol; Galactosylglycerol; Melibiitol; Epimelibiose; Iron; Cellulose, microcrystalline",http://www.smpdb.ca/view/SMP00182
Gamma-Glutamyltransferase Deficiency,Cysteinylglycine; Glycine; Glutathione; L-Glutamic acid; L-Alanine; NADP; NADPH; Pyroglutamic acid; Adenosine triphosphate; L-Cysteine; gamma-Glutamylcysteine; FAD; Zinc (II) ion; ADP; Water; Phosphoric acid; Hydrogen peroxide; Oxidized glutathione; gamma-Glutamylalanine; Zinc; Bromomethane,http://www.smpdb.ca/view/SMP00183
Gaucher Disease,"3-O-Sulfogalactosylceramide (d18:1/24:0); Adenosine 3',5'-diphosphate; D-Glucose; Glucosylceramide; D-Galactose; L-Serine; NADP; NADPH; O-Phosphoethanolamine; Sphingosine; Sphinganine; Sphingosine 1-phosphate; Uridine diphosphate glucose; Uridine 5'-diphosphate; Calcium; Adenosine triphosphate; Magnesium; Phosphoadenosine phosphosulfate; Palmityl-CoA; ADP; SM(d18:1/18:0); Sphinganine 1-phosphate; Phosphate; Sulfate; 3-Dehydrosphinganine; Pyridoxal 5'-phosphate; Palmitaldehyde; Phosphorylcholine; Carbon dioxide; Water; Galabiosylceramide (d18:1/22:0); Lactosylceramide (d18:1/12:0); Ceramide (d18:1/18:0); Dihydroceramide; Galactosylglycerol; PC(15:0/18:2(9Z,12Z)); CerP(d18:1/12:0); Galactosylceramide (d18:1/16:0); Donepezil metabolite M4; Zinc",http://www.smpdb.ca/view/SMP00349
Globoid Cell Leukodystrophy,"3-O-Sulfogalactosylceramide (d18:1/24:0); Adenosine 3',5'-diphosphate; D-Glucose; Glucosylceramide; D-Galactose; L-Serine; NADP; NADPH; O-Phosphoethanolamine; Sphingosine; Sphinganine; Sphingosine 1-phosphate; Uridine diphosphate glucose; Uridine 5'-diphosphate; Calcium; Adenosine triphosphate; Magnesium; Phosphoadenosine phosphosulfate; Palmityl-CoA; ADP; SM(d18:1/18:0); Sphinganine 1-phosphate; Phosphate; Sulfate; 3-Dehydrosphinganine; Pyridoxal 5'-phosphate; Palmitaldehyde; Phosphorylcholine; Carbon dioxide; Water; Galabiosylceramide (d18:1/22:0); Lactosylceramide (d18:1/12:0); Ceramide (d18:1/18:0); Dihydroceramide; Galactosylglycerol; PC(15:0/18:2(9Z,12Z)); CerP(d18:1/12:0); Galactosylceramide (d18:1/16:0); Donepezil metabolite M4; Zinc",http://www.smpdb.ca/view/SMP00348
Gluconeogenesis,"Biotin; D-Glucose; Fructose 6-phosphate; L-Lactic acid; Oxoglutaric acid; Oxalacetic acid; Pyruvic acid; Phosphoenolpyruvic acid; Beta-D-Glucose; Adenosine triphosphate; Magnesium; Hydrogen carbonate; Malic acid; 3-Phosphoglyceric acid; NAD; Fructose 1,6-bisphosphate; D-Glyceraldehyde 3-phosphate; Guanosine diphosphate; Glyceric acid 1,3-biphosphate; Guanosine triphosphate; 2,3-Diphosphoglyceric acid; Manganese; ADP; Glucose 6-phosphate; Phosphate; Dihydroxyacetone phosphate; NADH; Glucose 1-phosphate; Carbon dioxide; Water; Phosphoric acid; Alpha-D-Glucose; 2-Phospho-D-glyceric acid; Beta-D-Glucose 6-phosphate; Hydrogen Ion",http://www.smpdb.ca/view/SMP00128
Glucose Transporter Defect (SGLT2),Aldosterone; Urea; Chloride ion; L-Cysteine; Potassium; Sodium; Hydrogen carbonate; Water,http://www.smpdb.ca/view/SMP00184
Glucose Transporter Defect (SGLT2),Aldosterone; Urea; Chloride ion; L-Cysteine; Potassium; Sodium; Hydrogen carbonate; Water,http://www.smpdb.ca/view/SMP00245
Glucose-Alanine Cycle,Ammonia; D-Glucose; L-Glutamic acid; L-Alanine; Oxoglutaric acid; NADP; NADPH; Pyruvic acid; NAD; NADH; Pyridoxal 5'-phosphate; Water; Hydrogen Ion,http://www.smpdb.ca/view/SMP00127
Glutamate Metabolism,Biotin; Adenosine monophosphate; Ammonia; Gamma-Aminobutyric acid; Glycine; Fructose 6-phosphate; Glutathione; L-Glutamic acid; L-Alanine; L-Aspartic acid; Oxoglutaric acid; NADP; NADPH; Oxalacetic acid; Pyruvic acid; Pyrophosphate; Succinic acid; Phosphoribosyl pyrophosphate; Adenosine triphosphate; Magnesium; L-Cysteine; L-Glutamine; NAD; gamma-Glutamylcysteine; N-Acetyl-D-Glucosamine 6-Phosphate; Carbamoyl phosphate; 5-Phosphoribosylamine; Adenosine diphosphate ribose; Nicotinic acid adenine dinucleotide; Acetyl-CoA; FAD; Glucosamine 6-phosphate; Succinic acid semialdehyde; 1-Pyrroline-5-carboxylic acid; Zinc (II) ion; ADP; Guanosine monophosphate; Coenzyme A; Phosphate; NADH; Pyridoxal 5'-phosphate; Xanthylic acid; Carbon dioxide; Water; Phosphoric acid; Oxidized glutathione; Chitin; Carbonic acid; Hydrogen Ion,http://www.smpdb.ca/view/SMP00072
Glutaric Aciduria Type I,Adenosine monophosphate; L-Carnitine; Palmitic acid; L-Palmitoylcarnitine; Pyrophosphate; Adenosine triphosphate; Magnesium; NAD; Octanoyl-CoA; Butyryl-CoA; 3-Hydroxybutyryl-CoA; Acetyl-CoA; FAD; Palmityl-CoA; Glutaryl-CoA; Coenzyme A; Acetoacetyl-CoA; NADH; Tetradecanoyl-CoA; Carbon dioxide; Crotonoyl-CoA; Water; Lauroyl-CoA; (S)-3-Hydroxyhexadecanoyl-CoA; (S)-3-Hydroxytetradecanoyl-CoA; 3-Oxotetradecanoyl-CoA; (S)-3-Hydroxydodecanoyl-CoA; 3-Oxododecanoyl-CoA; (S)-Hydroxydecanoyl-CoA; 3-Oxodecanoyl-CoA; (S)-Hydroxyoctanoyl-CoA; 3-Oxooctanoyl-CoA; (S)-Hydroxyhexanoyl-CoA; 3-Oxohexanoyl-CoA; trans-2-Hexenoyl-CoA; (2E)-Hexadecenoyl-CoA; (2E)-Tetradecenoyl-CoA; (2E)-Decenoyl-CoA; (2E)-Octenoyl-CoA; 3-Oxohexadecanoyl-CoA; Decanoyl-CoA (n-C10:0CoA); Hydrogen Ion,http://www.smpdb.ca/view/SMP00185
Glutaric Aciduria Type I,"L-Glutamic acid; L-Lysine; Oxoglutaric acid; NADP; NADPH; Oxoadipic acid; Saccharopine; Aminoadipic acid; L-Pipecolic acid; NAD; Lipoamide; 3-Hydroxybutyryl-CoA; Acetyl-CoA; FAD; Allysine; Glutaryl-CoA; Thiamine pyrophosphate; Oxygen; Coenzyme A; Acetoacetyl-CoA; NADH; Pyridoxal 5'-phosphate; Carbon dioxide; Crotonoyl-CoA; Water; Hydrogen peroxide; D-Lysine; (S)-2,3,4,5-Tetrahydropiperidine-2-carboxylate",http://www.smpdb.ca/view/SMP00186
Glutathione Metabolism,Cysteinylglycine; Glycine; Glutathione; L-Glutamic acid; L-Alanine; NADP; NADPH; Pyroglutamic acid; Adenosine triphosphate; L-Cysteine; gamma-Glutamylcysteine; FAD; Zinc (II) ion; ADP; Water; Phosphoric acid; Hydrogen peroxide; Oxidized glutathione; gamma-Glutamylalanine; Zinc; Bromomethane,http://www.smpdb.ca/view/SMP00015
Glutathione Synthetase Deficiency,Cysteinylglycine; Glycine; Glutathione; L-Glutamic acid; L-Alanine; NADP; NADPH; Pyroglutamic acid; Adenosine triphosphate; L-Cysteine; gamma-Glutamylcysteine; FAD; Zinc (II) ion; ADP; Water; Phosphoric acid; Hydrogen peroxide; Oxidized glutathione; gamma-Glutamylalanine; Zinc; Bromomethane,http://www.smpdb.ca/view/SMP00337
Glycerol Kinase Deficiency,Glycerol 3-phosphate; Glycerol; Glyceric acid; NADP; Palmitic acid; NADPH; Adenosine triphosphate; PA(16:0/16:0); 3-Phosphoglyceric acid; NAD; Glyceraldehyde; FAD; Palmityl-CoA; ADP; Coenzyme A; Phosphate; Dihydroxyacetone phosphate; NADH; Water; Hydroquinone; Quinone; TG(16:0/16:0/16:0); DG(16:0/16:0/0:0); LysoPA(16:0/0:0); MG(0:0/16:0/0:0),http://www.smpdb.ca/view/SMP00187
Glycerol Phosphate Shuttle,"Glycerol 3-phosphate; NAD; D-Glyceraldehyde 3-phosphate; FADH; FAD; Glyceric acid 1,3-biphosphate; Dihydroxyacetone phosphate; NADH; Phosphoric acid; Hydroquinone; Quinone",http://www.smpdb.ca/view/SMP00124
Glycerolipid Metabolism,Glycerol 3-phosphate; Glycerol; Glyceric acid; NADP; Palmitic acid; NADPH; Adenosine triphosphate; PA(16:0/16:0); 3-Phosphoglyceric acid; NAD; Glyceraldehyde; FAD; Palmityl-CoA; ADP; Coenzyme A; Phosphate; Dihydroxyacetone phosphate; NADH; Water; Hydroquinone; Quinone; TG(16:0/16:0/16:0); DG(16:0/16:0/0:0); LysoPA(16:0/0:0); MG(0:0/16:0/0:0),http://www.smpdb.ca/view/SMP00039
Glycine and Serine Metabolism,"2-Ketobutyric acid; Betaine; Adenosine monophosphate; Ammonia; Creatine; Dimethylglycine; L-Cystathionine; Glyoxylic acid; Glycine; Guanidoacetic acid; Glyceric acid; L-Glutamic acid; L-Alanine; L-Threonine; L-Serine; Oxoglutaric acid; Ornithine; Orotidylic acid; Pyruvic acid; Pyrophosphate; Sarcosine; Phosphoserine; L-Arginine; Adenosine triphosphate; Magnesium; L-Cysteine; L-Methionine; Homocysteine; 3-Phosphoglyceric acid; NAD; S-Adenosylhomocysteine; Succinyl-CoA; Phosphohydroxypyruvic acid; 5-Aminolevulinic acid; Pyruvaldehyde; S-Adenosylmethionine; Acetyl-CoA; FAD; Zinc (II) ion; ADP; Hydroxypyruvic acid; Oxygen; Coenzyme A; Formaldehyde; Phosphate; (R)-lipoic acid; NADH; Pyridoxal 5'-phosphate; 5,10-Methylene-THF; Tetrahydrofolic acid; Carbon dioxide; Water; Aminoacetone; Hydrogen peroxide; D-Serine; L-2-Amino-3-oxobutanoic acid; Dihydrolipoate; 8-[(Aminomethyl)sulfanyl]-6-sulfanyloctanoic acid; (S)-lipoic acid",http://www.smpdb.ca/view/SMP00004
Glycine N-methyltransferase Deficiency,"2-Ketobutyric acid; Betaine; Adenosine monophosphate; Adenosine; Ammonia; Dimethylglycine; Choline; L-Cystathionine; Glycine; L-Serine; Pyrophosphate; Sarcosine; Adenosine triphosphate; Magnesium; L-Cysteine; Potassium; L-Methionine; L-Homoserine; Homocysteine; NAD; S-Adenosylhomocysteine; 5-Methylthioribose 1-phosphate; 10-Formyltetrahydrofolate; S-Adenosylmethioninamine; 5'-Methylthioadenosine; S-Adenosylmethionine; FAD; Spermidine; Zinc (II) ion; Oxygen; 5-Methyltetrahydrofolic acid; Putrescine; Phosphate; NADH; Pyridoxal 5'-phosphate; 5,10-Methylene-THF; 2-Oxo-4-methylthiobutanoic acid; Tetrahydrofolic acid; Carbon dioxide; Methionine sulfoxide; Water; Hydrogen peroxide; Zinc",http://www.smpdb.ca/view/SMP00222
Glycogen Storage Disease Type 1A (GSD1A) or Von Gierke Disease,"Biotin; D-Glucose; Fructose 6-phosphate; L-Lactic acid; Oxoglutaric acid; Oxalacetic acid; Pyruvic acid; Phosphoenolpyruvic acid; Beta-D-Glucose; Adenosine triphosphate; Magnesium; Hydrogen carbonate; Malic acid; 3-Phosphoglyceric acid; NAD; Fructose 1,6-bisphosphate; D-Glyceraldehyde 3-phosphate; Guanosine diphosphate; Glyceric acid 1,3-biphosphate; Guanosine triphosphate; 2,3-Diphosphoglyceric acid; Manganese; ADP; Glucose 6-phosphate; Phosphate; Dihydroxyacetone phosphate; NADH; Glucose 1-phosphate; Carbon dioxide; Water; Phosphoric acid; Alpha-D-Glucose; 2-Phospho-D-glyceric acid; Beta-D-Glucose 6-phosphate; Hydrogen Ion",http://www.smpdb.ca/view/SMP00374
Glycolysis,"D-Glucose; Fructose 6-phosphate; Pyruvic acid; Phosphoenolpyruvic acid; Beta-D-Glucose; Adenosine triphosphate; Magnesium; Potassium; 3-Phosphoglyceric acid; NAD; Fructose 1,6-bisphosphate; D-Glyceraldehyde 3-phosphate; Glyceric acid 1,3-biphosphate; 2,3-Diphosphoglyceric acid; ADP; Glucose 6-phosphate; Phosphate; Dihydroxyacetone phosphate; NADH; Glucose 1-phosphate; Water; Phosphoric acid; Alpha-D-Glucose; 2-Phospho-D-glyceric acid; Beta-D-Glucose 6-phosphate",http://www.smpdb.ca/view/SMP00040
Gout or Kelley-Seegmiller Syndrome,"Adenine; Adenosine monophosphate; Adenosine; Ammonia; Cyclic AMP; Deoxyinosine; Deoxyguanosine; Deoxyadenosine; Glycine; Guanine; Guanosine; Fumaric acid; L-Glutamic acid; Hypoxanthine; Inosinic acid; Inosine triphosphate; L-Aspartic acid; Inosine; NADP; NADPH; Pyrophosphate; Phosphoribosyl pyrophosphate; Uric acid; Xanthine; Xanthosine; Calcium; Adenylsuccinic acid; Adenosine triphosphate; Magnesium; Potassium; L-Glutamine; SAICAR; NAD; Deoxyadenosine monophosphate; dGDP; 10-Formyltetrahydrofolate; Phosphoribosylformylglycineamidine; 2'-Deoxyguanosine 5'-monophosphate; 5-Phosphoribosylamine; Adenosine diphosphate ribose; Guanosine diphosphate; 5-Aminoimidazole ribonucleotide; FAD; Guanosine triphosphate; Zinc (II) ion; 5'-Phosphoribosyl-N-formylglycinamide; Diguanosine tetraphosphate; ADP; Deoxyribose 1-phosphate; Oxygen; Guanosine monophosphate; Phosphate; Phosphoribosyl formamidocarboxamide; dGTP; NADH; Ribose 1-phosphate; dADP; AICAR; Deoxyadenosine triphosphate; D-Ribose 5-phosphate; Xanthylic acid; Tetrahydrofolic acid; Carbon dioxide; Glycineamideribotide; Water; Phosphoric acid; Hydrogen peroxide; Heme; 5-Aminoimidazole-4-carboxamide; IDP; 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate; Guanosine 2',3'-cyclic phosphate ; Fe3+",http://www.smpdb.ca/view/SMP00365
Guanidinoacetate Methyltransferase Deficiency (GAMT Deficiency),Tetrahydrobiopterin; Adenosine monophosphate; Ammonia; Argininosuccinic acid; Creatine; Glycine; Guanidoacetic acid; Fumaric acid; L-Glutamic acid; L-Proline; L-Aspartic acid; Oxoglutaric acid; Ornithine; NADP; NADPH; Oxalacetic acid; Pyrophosphate; Succinic acid; Urea; L-Arginine; Adenosine triphosphate; NAD; Citrulline; S-Adenosylhomocysteine; Carbamoyl phosphate; S-Adenosylmethionine; FAD; 1-Pyrroline-5-carboxylic acid; Manganese; ADP; Pyrroline hydroxycarboxylic acid; Oxygen; Phosphate; NADH; Pyridoxal 5'-phosphate; Phosphocreatine; Flavin Mononucleotide; Carbon dioxide; 4-Hydroxy-2-oxoglutaric acid; L-Glutamic gamma-semialdehyde; Water; Phosphoric acid; 1-Pyrroline-4-hydroxy-2-carboxylate; 4-Hydroxy-L-glutamic acid; Hydrogen peroxide; Heme; Nitric oxide; D-Proline; N-(o)-Hydroxyarginine; 4-Hydroxy-L-proline; L-4-Hydroxyglutamate semialdehyde; 1-Pyrroline-2-carboxylic acid; Hydrogen Ion,http://www.smpdb.ca/view/SMP00188
Hawkinsinuria,"p-Hydroxyphenylacetic acid; 3-Methoxytyramine; Tetrahydrobiopterin; Ascorbic acid; Ammonia; Acetoacetic acid; Epinephrine; Dopamine; Homovanillic acid; Homogentisic acid; Fumaric acid; L-Glutamic acid; L-Tyrosine; Methylamine; L-Dopa; L-Aspartic acid; Oxoglutaric acid; Norepinephrine; NADP; NADPH; Oxalacetic acid; Vanillylmandelic acid; Tyramine; 3,4-Dihydroxyphenylglycol; Calcium; Magnesium; Copper; 4-Hydroxyphenylpyruvic acid; Normetanephrine; NAD; S-Adenosylhomocysteine; Pyrocatechol; S-Adenosylmethionine; Dopaquinone; FAD; 5,6-Dihydroxyindole-2-carboxylic acid; Dehydroascorbic acid; 4-Fumarylacetoacetic acid; 3,4-Dihydroxybenzeneacetic acid; Oxygen; Guaiacol; L-Dopachrome; NADH; Vanylglycol; Pyridoxal 5'-phosphate; 3,4-Dihydroxymandelic acid; Carbon dioxide; Maleylacetoacetic acid; Water; 4a-Hydroxytetrahydrobiopterin; Hydrogen peroxide; 3,4-Dihydroxyphenylacetaldehyde; 5,6-Dihydroxyindole; 3-Methoxy-4-hydroxyphenylglycolaldehyde; Metanephrine; Leucodopachrome; Melanin; Homovanillin; 3,4-Dihydroxymandelaldehyde; Indole-5,6-quinone; 2-Hydroxy-3-(4-hydroxyphenyl)propenoic acid; Topaquinone; Fe3+; Pyrroloquinoline quinone; Iron; Zinc; Hydrogen Ion; Methylammonium",http://www.smpdb.ca/view/SMP00190
