OMIM,label
140576,"HEAT-SHOCK PROTEIN, 90-KD, ALPHA, CLASS A, MEMBER 1"
140571,"HEAT-SHOCK PROTEIN, 90-KD, ALPHA, CLASS A, MEMBER 1"
140570,"HEAT-SHOCK 70-KD PROTEIN 1A"
140573,"HEAT-SHOCK PROTEIN, 90-KD, ALPHA, CLASS A, MEMBER 1"
617568,"UPSTREAM TRANSCRIPTION FACTOR FAMILY, MEMBER 3"
246500,"LEUKOMELANODERMA, INFANTILISM, MENTAL RETARDATION, HYPODONTIA, HYPOTRICHOSIS"
147680,"INTERLEUKIN 2"
130070,"EHLERS-DANLOS SYNDROME, SPONDYLODYSPLASTIC TYPE, 1"
616958,"DEAFNESS, AUTOSOMAL RECESSIVE 105"
612054,"REQUIRED FOR CELL DIFFERENTIATION 1, S. POMBE, HOMOLOG OF"
128240,"UTROPHIN"
612056,"GOLGI TO ER TRAFFIC PROTEIN 4, S. CEREVISIAE, HOMOLOG OF"
612057,"CHROMOSOME 9 OPEN READING FRAME 140"
612050,"NEDD4 FAMILY-INTERACTING PROTEIN 1"
612051,"BRAIN-EXPRESSED, ASSOCIATED WITH NEDD4"
612052,"SMOKING AS A QUANTITATIVE TRAIT LOCUS 3"
612053,"ZINC FINGER PROTEIN 36-LIKE 2"
612058,"SORTING AND ASSEMBLY MACHINERY COMPONENT 50, S. CEREVISIAE, HOMOLOG OF"
612059,"La RIBONUCLEOPROTEIN DOMAIN FAMILY, MEMBER 1"
617691,"SPINOCEREBELLAR ATAXIA 44"
617690,"OVARIAN DYSGENESIS 5"
617693,"VITRIN"
617692,"PR DOMAIN-CONTAINING PROTEIN 15"
617695,"PONTOCEREBELLAR HYPOPLASIA, TYPE 11"
617694,"AL KAISSI SYNDROME"
617697,"CCND1 UPSTREAM INTERGENIC DNA REPAIR 2, NONCODING"
617696,"LONG INTERGENIC NONCODING RNA 1488"
617699,"GID COMPLEX, SUBUNIT 4"
617698,"3-METHYLGLUTACONIC ACIDURIA, TYPE IX"
602527,"PYRUVATE DEHYDROGENASE KINASE, ISOENZYME 4"
602526,"PYRUVATE DEHYDROGENASE KINASE, ISOENZYME 3"
602521,"MITOGEN-ACTIVATED PROTEIN KINASE 7"
602520,"MITOGEN-ACTIVATED PROTEIN KINASE KINASE 5"
602523,"DOWN SYNDROME CELL ADHESION MOLECULE"
602522,"BARTTER SYNDROME, TYPE 4A, NEONATAL, WITH SENSORINEURAL DEAFNESS"
611598,"CELIAC DISEASE, SUSCEPTIBILITY TO, 6"
611599,"MICRO RNA 206"
134510,"FACTOR VIII AND FACTOR IX, COMBINED DEFICIENCY OF"
611595,"THIOREDOXIN-LIKE 4A"
611596,"SHORT-CHAIN DEHYDROGENASE/REDUCTASE FAMILY, MEMBER 4"
611597,"CATARACT 12, MULTIPLE TYPES"
611590,"RENAL TUBULAR ACIDOSIS, DISTAL, WITH HEMOLYTIC ANEMIA"
203750,"ALPHA-METHYLACETOACETIC ACIDURIA"
270100,"HETEROTAXY, VISCERAL, 5, AUTOSOMAL"
611593,"SUBMAXILLARY GLAND ANDROGEN-REGULATED PROTEIN 3, MOUSE, HOMOLOG OF, B"
604967,"PROTOCADHERIN-BETA GENE CLUSTER"
314000,"THROMBOCYTOPENIA WITH ELEVATED SERUM IgA AND RENAL DISEASE"
604964,"SHP2-INTERACTING TRANSMEMBRANE ADAPTOR PROTEIN 1"
604963,"PEPTIDOGLYCAN RECOGNITION PROTEIN 1"
604962,"T-CELL RECEPTOR-ASSOCIATED TRANSMEMBRANE ADAPTOR 1"
604961,"PHOSPHODIESTERASE 11A"
604960,"PROTEIN KINASE C AND CASEIN KINASE SUBSTRATE IN NEURONS 2"
604969,"SRC KINASE-ASSOCIATED PHOSPHOPROTEIN 1"
604968,"PROTOCADHERIN-GAMMA GENE CLUSTER"
139130,"GUANINE NUCLEOTIDE-BINDING PROTEIN, BETA-3"
616275,"FAMILY WITH SEQUENCE SIMILARITY 136, MEMBER A"
608250,"SDS3, YEAST, HOMOLOG OF"
615879,"TATTON-BROWN-RAHMAN SYNDROME"
615878,"CHOLESTASIS, PROGRESSIVE FAMILIAL INTRAHEPATIC, 4"
615877,"MICROPHTHALMIA/COLOBOMA AND SKELETAL DYSPLASIA SYNDROME"
615876,"RADIAL SPOKE HEAD 3, CHLAMYDOMONAS, HOMOLOG OF"
615875,"RWD DOMAIN-CONTAINING PROTEIN 3"
615874,"RIBOSOMAL L1 DOMAIN-CONTAINING PROTEIN 1"
615873,"HELSMOORTEL-VAN DER AA SYNDROME"
615872,"CILIARY DYSKINESIA, PRIMARY, 29"
615871,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 24"
615870,"INTRAFLAGELLAR TRANSPORT 27, CHLAMYDOMONAS, HOMOLOG OF"
138945,"GRANULIN PRECURSOR"
226000,"ENDOCARDIAL FIBROELASTOSIS"
182100,"FUCOSYLTRANSFERASE 2"
203285,"HERMANSKY-PUDLAK SYNDROME 2"
203280,"ALBINISM, OCULOCUTANEOUS, TYPE IB"
604035,"CYLICIN 2"
202155,"ADRENAL HYPOPLASIA, CYTOMEGALIC TYPE"
604037,"RAS-ASSOCIATED PROTEIN RAB5C"
604036,"CYCLIN A1"
604031,"STEAROYL-CoA DESATURASE"
604030,"PROTEASOME SUBUNIT, BETA-TYPE, 7"
604033,"ENDOPLASMIC RETICULUM-TO-NUCLEUS SIGNALING 1"
604032,"EUKARYOTIC TRANSLATION INITIATION FACTOR 2-ALPHA KINASE 3"
604039,"MENINGIOMA-EXPRESSED ANTIGEN 5"
604038,"HYALURONOGLUCOSAMINIDASE 3"
610342,"PROLYL 3-HYDROXYLASE 3"
610343,"C2 CALCIUM-DEPENDENT DOMAIN-CONTAINING PROTEIN 4A"
610340,"ERYTHROCYTE MEMBRANE PROTEIN BAND 4.1-LIKE 4B"
610341,"PROLYL 3-HYDROXYLASE 2"
610346,"CDC37-LIKE 1"
610347,"REGULATION OF NUCLEAR PRE-mRNA DOMAIN-CONTAINING PROTEIN 1A"
610344,"C2 CALCIUM-DEPENDENT DOMAIN-CONTAINING PROTEIN 4B"
610345,"ACYLGLYCEROL KINASE"
610348,"FAMILY WITH SEQUENCE SIMILARITY 178, MEMBER A"
610349,"MEF2-ACTIVATING SAP TRANSCRIPTIONAL REGULATOR"
207500,"ANUS, IMPERFORATE"
238710,"HYPERLYSINEMIA DUE TO DEFECT IN LYSINE TRANSPORT INTO MITOCHONDRIA"
610966,"FAT MASS- AND OBESITY-ASSOCIATED GENE"
610967,"OSTEOGENESIS IMPERFECTA, TYPE V"
610964,"SMG7, C. ELEGANS, HOMOLOG OF"
610965,"XFE PROGEROID SYNDROME"
610962,"SMG5, C. ELEGANS, HOMOLOG OF"
610963,"SMG6, C. ELEGANS, HOMOLOG OF"
610960,"MICRO RNA 376A2"
610961,"MICRO RNA 376B"
610968,"OSTEOGENESIS IMPERFECTA, TYPE XI"
610969,"TRAFFICKING PROTEIN PARTICLE COMPLEX, SUBUNIT 1"
132000,"EPIDERMOLYSIS BULLOSA WITH CONGENITAL LOCALIZED ABSENCE OF SKIN AND DEFORMITY OF NAILS"
225060,"CLEFT LIP/PALATE-ECTODERMAL DYSPLASIA SYNDROME"
155120,"A DISINTEGRIN AND METALLOPROTEINASE DOMAIN 11"
147650,"ISOCITRATE DEHYDROGENASE 2"
602642,"TUMOR NECROSIS FACTOR LIGAND SUPERFAMILY, MEMBER 11"
231675,"ELECTRON TRANSFER FLAVOPROTEIN DEHYDROGENASE"
602643,"TUMOR NECROSIS FACTOR RECEPTOR SUPERFAMILY, MEMBER 11B"
231670,"GLUTARIC ACIDEMIA I"
602644,"TETRASPANIN 4"
602645,"SEMAPHORIN 3C"
193450,"VULVOVAGINITIS, ALLERGIC SEMINAL"
100700,"ACHARD SYNDROME"
153600,"MACROGLOBULINEMIA, WALDENSTROM, SUSCEPTIBILITY TO, 1"
120050,"COXSACKIEVIRUS B3 SUSCEPTIBILITY"
305300,"BARTH SYNDROME"
152550,"LUMBAR STENOSIS, FAMILIAL"
241520,"HYPOPHOSPHATEMIC RICKETS, AUTOSOMAL RECESSIVE, 1"
602322,"TELOMERASE RNA COMPONENT"
603355,"MEMBRANE-BOUND TRANSCRIPTION FACTOR PROTEASE, SITE 1"
603354,"GASTRULATION BRAIN HOMEOBOX 1"
603357,"SERPIN PEPTIDASE INHIBITOR, CLADE B (OVALBUMIN), MEMBER 7"
603356,"CD164 ANTIGEN"
603351,"2-PRIME,5-PRIME-OLIGOADENYLATE SYNTHETASE 3"
603350,"2-PRIME,5-PRIME-OLIGOADENYLATE SYNTHETASE 2"
603353,"SOLUTE CARRIER FAMILY 4 (SODIUM BICARBONATE COTRANSPORTER), MEMBER 7"
603352,"BACULOVIRAL IAP REPEAT-CONTAINING PROTEIN 5"
162250,"NEUROFILAMENT PROTEIN, MEDIUM POLYPEPTIDE"
603359,"NADH-UBIQUINONE OXIDOREDUCTASE 1 ALPHA SUBCOMPLEX, 8"
603358,"GRACILE SYNDROME"
190020,"V-HA-RAS HARVEY RAT SARCOMA VIRAL ONCOGENE HOMOLOG"
609718,"LHFP-LIKE PROTEIN 2"
609713,"HYDROXYUREA-SENSITIVE 1, S. POMBE, HOMOLOG OF, B"
609712,"PYRUVATE KINASE, LIVER AND RED BLOOD CELL"
609711,"UBIQUINOL-CYTOCHROME c REDUCTASE, 6.4-KD SUBUNIT"
609710,"DENDRITIC CELL-ASSOCIATED NUCLEAR PROTEIN 1"
609717,"PROSTATE CANCER-ASSOCIATED TRANSCRIPT 4"
609716,"TRIGGERING RECEPTOR EXPRESSED ON MYELOID CELLS-LIKE PROTEIN 3"
609715,"TRIGGERING RECEPTOR EXPRESSED ON MYELOID CELLS-LIKE PROTEIN 2"
609714,"TRIGGERING RECEPTOR EXPRESSED ON MYELOID CELLS-LIKE PROTEIN 1"
158400,"MUSCLE CRAMPS, FAMILIAL"
244460,"KENNY-CAFFEY SYNDROME, TYPE 1"
164960,"ONCOGENE PIM 1"
120940,"COMPLEMENT COMPONENT 9"
118938,"CHYMASE 1"
125530,"DERMAL RIDGES, NELSON SYNDROME"
118930,"SECRETOGRANIN II"
530000,"KEARNS-SAYRE SYNDROME"
608048,"SNF2, LINKER HISTONE, PHD FINGER, RING FINGER, AND HELICASE DOMAINS-CONTAINING PROTEIN"
608049,"AUTISM, SUSCEPTIBILITY TO, 3"
608040,"INTRAFLAGELLAR TRANSPORT 74, CHLAMYDOMONAS, HOMOLOG OF"
608041,"ANTHRAX TOXIN RECEPTOR 2"
608042,"SYNAPTOTAGMIN-LIKE 1"
608043,"UDP-N-ACETYL-ALPHA-D-GALACTOSAMINE:POLYPEPTIDE N-ACETYLGALACTOSAMINYLTRANSFERASE 10"
608044,"SOLUTE CARRIER FAMILY 5 (IODIDE TRANSPORTER), MEMBER 8"
608045,"REPRESSOR OF TELOMERASE EXPRESSION 1"
608046,"SYNOVIAL APOPTOSIS INHIBITOR 1"
608047,"UBIQUITIN-PROTEIN LIGASE E3B"
216330,"CLEIDOCRANIAL DYSPLASIA, RECESSIVE FORM"
557000,"PEARSON MARROW-PANCREAS SYNDROME"
252920,"MUCOPOLYSACCHARIDOSIS, TYPE IIIB"
304950,"DYGGVE-MELCHIOR-CLAUSEN SYNDROME, X-LINKED"
164340,"OLFACTORY MARKER PROTEIN"
164342,"OLFACTORY RECEPTOR, FAMILY 1, SUBFAMILY D, MEMBER 2"
164343,"EARLY B-CELL FACTOR 1"
164345,"OLIGODENDROCYTE-MYELIN GLYCOPROTEIN"
189910,"TRANSFER RNA SERINE (AGA) 2-4"
191850,"URTICARIA, AQUAGENIC"
176844,"PROTEASOME SUBUNIT, ALPHA-TYPE, 5"
176845,"PROTEASOME COMPONENT 8"
176846,"PROTEASOME SUBUNIT, ALPHA-TYPE, 4"
136890,"FULL-LENGTH RETROVIRAL SEQUENCE 3"
176842,"PROTEASOME SUBUNIT, ALPHA-TYPE, 2"
176843,"PROTEASOME SUBUNIT, ALPHA-TYPE, 3"
123631,"CRYSTALLIN, BETA-A4"
123630,"CRYSTALLIN, BETA-B3"
142309,"HEMOGLOBIN--VARIANTS FOR WHICH THE CHAIN CARRYING THE MUTATION IS UNKNOWN OR UNCERTAIN"
617589,"SMALL PROLINE-RICH PROTEIN 2F"
617588,"SMALL PROLINE-RICH PROTEIN 2E"
221200,"DEAFNESS AND MYOPIA"
131360,"ENOLASE 2"
216800,"COLOBOMA OF MACULA AND SKELETAL ANOMALIES"
609878,"MEDIATOR COMPLEX SUBUNIT 9"
609879,"SPERMATOGENESIS-ASSOCIATED PROTEIN 4"
609876,"BONE MINERAL DENSITY QUANTITATIVE TRAIT LOCUS 6"
609877,"CRYSTALLIN, LAMBDA-1"
192310,"VASCULITIS, LYMPHOCYTIC, NODULAR"
609875,"ATONAL, DROSOPHILA, HOMOLOG OF, 7"
609872,"WAP 4-DISULFIDE CORE DOMAIN 12"
609873,"INTELECTIN 1"
609870,"RHO GTPase-ACTIVATING PROTEIN 21"
192315,"VASCULOPATHY, RETINAL, WITH CEREBRAL LEUKODYSTROPHY"
617587,"SMALL PROLINE-RICH PROTEIN 2D"
212360,"PALMOPLANTAR KERATODERMA AND CONGENITAL ALOPECIA 2"
617586,"FERM, ARHGEF, AND PLECKSTRIN DOMAINS-CONTAINING PROTEIN 2"
214400,"CHARCOT-MARIE-TOOTH DISEASE, TYPE 4A"
613729,"CHROMOSOME 7q11.23 DELETION SYNDROME, DISTAL, 1.2-MB"
602407,"HEART- AND NEURAL CREST DERIVATIVES-EXPRESSED 2"
118480,"FARNESYL DIPHOSPHATE SYNTHASE"
118485,"CYTOCHROME P450, SUBFAMILY XIA, POLYPEPTIDE 1"
258120,"MITOCHONDRIAL DNA DEPLETION SYNDROME 7 (HEPATOCEREBRAL TYPE)"
239900,"HYPERTROPHIC NEUROPATHY AND CATARACT"
220150,"HYPOURICEMIA, RENAL, 1"
602404,"PARKINSON DISEASE 3, AUTOSOMAL DOMINANT"
275200,"HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 1"
159950,"SPINAL MUSCULAR ATROPHY WITH PROGRESSIVE MYOCLONIC EPILEPSY"
116935,"SPG7 GENE"
116930,"CELL ADHESION MOLECULE, NEURAL, 1"
110300,"ABO GLYCOSYLTRANSFERASE"
616182,"CHRONIC MOUNTAIN SICKNESS, SUSCEPTIBILITY TO"
616183,"TRANSMEMBRANE PROTEIN 107"
118150,"AQUAPORIN 1"
615823,"SLX1 STRUCTURE-SPECIFIC ENDONUCLEASE SUBUNIT, S. CEREVISIAE, HOMOLOG OF, B"
155240,"THYROID CARCINOMA, FAMILIAL MEDULLARY"
603638,"RIBOSOMAL PROTEIN L28"
616185,"OVARIAN DYSGENESIS 4"
309510,"PARTINGTON X-LINKED MENTAL RETARDATION SYNDROME"
136820,"FUCOSIDASE, ALPHA-L, 2"
615560,"OTOFACIOCERVICAL SYNDROME 2"
603634,"RIBOSOMAL PROTEIN L5"
616189,"CAP METHYLTRANSFERASE 1"
615565,"RETINITIS PIGMENTOSA 67"
615564,"SIDEROFLEXIN 4"
608839,"CALPAIN 12"
608838,"VITAMIN K EPOXIDE REDUCTASE COMPLEX, SUBUNIT 1-LIKE 1"
615567,"COENZYME Q8B"
261590,"PHENFORMIN 4-HYDROXYLATION"
608831,"RESTLESS LEGS SYNDROME, SUSCEPTIBILITY TO, 2"
608830,"RETINOL DEHYDROGENASE 12"
608833,"REGULATOR OF TELOMERE ELONGATION HELICASE 1"
615566,"BTB/POZ DOMAIN-CONTAINING PROTEIN 3"
608835,"ATP-BINDING CASSETTE, SUBFAMILY C, MEMBER 13"
608834,"cAMP RESPONSE ELEMENT-BINDING PROTEIN 3-LIKE 2"
608837,"CARNEY COMPLEX VARIANT"
608836,"CARNITINE PALMITOYLTRANSFERASE II DEFICIENCY, LETHAL NEONATAL"
191039,"TROPONIN C, FAST"
194000,"WIDOW'S PEAK"
191030,"TROPOMYOSIN 3"
617635,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 47"
617634,"COILED-COIL GLUTAMATE-RICH PROTEIN 2"
227310,"FACTOR V AND FACTOR VIII, COMBINED DEFICIENCY OF, WITH NORMAL PROTEIN C AND PROTEIN C INHIBITOR"
617639,"DEAFNESS, AUTOSOMAL RECESSIVE 107"
617638,"IMMUNODEFICIENCY 11B WITH ATOPIC DERMATITIS"
107410,"SERPIN PEPTIDASE INHIBITOR, CLADE A, MEMBER 2, PSEUDOGENE"
602582,"DELTEX, DROSOPHILA, HOMOLOG OF, 1"
187520,"TETRANECTIN"
520000,"DIABETES AND DEAFNESS, MATERNALLY INHERITED"
112300,"BOOK SYNDROME"
600632,"OPIOID-BINDING PROTEIN/CELL ADHESION MOLECULE-LIKE"
601685,"RIBOSOMAL PROTEIN S6 KINASE, 90-KD, 2"
601684,"RIBOSOMAL PROTEIN S6 KINASE, 90-KD, 1"
601687,"KERATIN 12, TYPE I"
601686,"TELOMERASE-ASSOCIATED PROTEIN 1"
601681,"PROTEASOME 26S SUBUNIT, ATPase, 5"
601680,"ARTHROGRYPOSIS, DISTAL, TYPE 2B"
601683,"COQ7, S. CEREVISIAE, HOMOLOG OF"
271520,"SPONDYLOCOSTAL DYSOSTOSIS WITH ANAL ATRESIA AND UROGENITAL ANOMALIES"
600637,"SOLUTE CARRIER FAMILY 1 (HIGH AFFINITY ASPARTATE/GLUTAMATE TRANSPORTER), MEMBER 6"
601689,"TAF4B RNA POLYMERASE II, TATA BOX-BINDING PROTEIN-ASSOCIATED FACTOR, 105-KD"
601688,"15-HYDROXYPROSTAGLANDIN DEHYDROGENASE"
137070,"FUSED IN SARCOMA"
609050,"METASTASIS-ASSOCIATED GENE 3"
609051,"CASPASE RECRUITMENT DOMAIN-CONTAINING PROTEIN 8"
223540,"DWARFISM, MENTAL RETARDATION, AND EYE ABNORMALITY"
609053,"FANCONI ANEMIA, COMPLEMENTATION GROUP I"
609054,"FANCONI ANEMIA, COMPLEMENTATION GROUP J"
609055,"CEROID LIPOFUSCINOSIS, NEURONAL, 9"
609056,"SALT AND PEPPER DEVELOPMENTAL REGRESSION SYNDROME"
609057,"NEPHROPATHY WITH PRETIBIAL EPIDERMOLYSIS BULLOSA AND DEAFNESS"
609058,"METHYLMALONYL-CoA MUTASE"
609059,"PATATIN-LIKE PHOSPHOLIPASE DOMAIN-CONTAINING PROTEIN 2"
607908,"LIM AND SENESCENT CELL ANTIGEN-LIKE DOMAINS 2"
607909,"ANTIZYME INHIBITOR 1"
607904,"CALCIUM CHANNEL, VOLTAGE-DEPENDENT, T TYPE, ALPHA-1H SUBUNIT"
607905,"ALG2, S. CEREVISIAE, HOMOLOG OF"
607906,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ii"
607907,"DERMATOFIBROSARCOMA PROTUBERANS"
607900,"FERMITIN FAMILY (DROSOPHILA) HOMOLOG 1"
607901,"FERMITIN FAMILY (DROSOPHILA) HOMOLOG 3"
607902,"SNURPORTIN 1"
607903,"HYPOTRICHOSIS 6"
211120,"BONE DYSPLASIA, LETHAL, HOLMGREN TYPE"
601539,"PEROXISOME BIOGENESIS DISORDER 1B"
601538,"PROP PAIRED-LIKE HOMEOBOX 1"
601537,"MICROCEPHALY, RETINITIS PIGMENTOSA, AND SUTURAL CATARACT"
601536,"ATHABASKAN BRAINSTEM DYSGENESIS SYNDROME"
601535,"EPHRIN A5"
601534,"POTASSIUM CHANNEL, INWARDLY RECTIFYING, SUBFAMILY J, MEMBER 3"
601533,"A DISINTEGRIN AND METALLOPROTEINASE DOMAIN 2"
601532,"CASPASE 6, APOPTOSIS-RELATED CYSTEINE PROTEASE"
601531,"LEUKOTRIENE B4 RECEPTOR"
601530,"SEQUESTOSOME 1"
600488,"PROPROTEIN CONVERTASE, SUBTILISIN/KEXIN-TYPE, 5"
600489,"NUCLEAR FACTOR OF ACTIVATED T CELLS, CYTOPLASMIC, CALCINEURIN-DEPENDENT 1"
600480,"TRANSCRIPTION FACTOR 12"
600481,"STEROL REGULATORY ELEMENT-BINDING TRANSCRIPTION FACTOR 2"
600482,"MATURE T-CELL PROLIFERATION 1"
600483,"FIBROBLAST GROWTH FACTOR 8"
600484,"ARYLSULFATASE D"
600485,"ARYLSULFATASE F"
600486,"IMMUNONEUROLOGIC DISORDER, X-LINKED"
600487,"PROPROTEIN CONVERTASE, SUBTILISIN/KEXIN-TYPE, 4"
115650,"CATARACT 32, MULTIPLE TYPES"
612634,"MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 6"
612635,"MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 7"
612636,"UNC80, C. ELEGANS, HOMOLOG OF"
612637,"FEBRILE SEIZURES, FAMILIAL, 10"
612630,"HAIR MORPHOLOGY 1"
612631,"ADENYLATE KINASE DEFICIENCY, HEMOLYTIC ANEMIA DUE TO"
612632,"USHER SYNDROME, TYPE IH"
612633,"MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 5"
147420,"MYOPATHY, MYOFIBRILLAR, 1"
147421,"INCLUSION BODY MYOSITIS"
612638,"NADH DEHYDROGENASE 1 ALPHA SUBCOMPLEX, 11"
612639,"INFLAMMATORY BOWEL DISEASE 26"
614283,"GLUCOCORTICOID-INDUCED TRANSCRIPT 1"
614282,"STROMAL CELL-DERIVED FACTOR 4"
614281,"ENDOTHELIAL CELL ADHESION MOLECULE"
614280,"EPILEPSY, JUVENILE MYOCLONIC, SUSCEPTIBILITY TO, 9"
614287,"OFC1 CANDIDATE GENE 1"
602403,"BLEOMYCIN HYDROLASE"
614285,"C1q- AND TUMOR NECROSIS FACTOR-RELATED PROTEIN 9"
614284,"STICKLER SYNDROME, TYPE V"
614289,"SUPPRESSOR OF LIN12-LIKE 2"
614288,"ACYL-CoA DEHYDROGENASE FAMILY, MEMBER 11"
603069,"DUAL-SPECIFICITY PHOSPHATASE 5"
604063,"INTEGRIN, ALPHA-8"
143500,"GILBERT SYNDROME"
188600,"THYROXINE-BINDING GLOBULIN OF SERUM"
607278,"OSTEOFIBROUS DYSPLASIA, SUSCEPTIBILITY TO"
607279,"SYSTEMIC LUPUS ERYTHEMATOSUS WITH HEMOLYTIC ANEMIA, SUSCEPTIBILITY TO, 1"
604064,"ACTIVATING TRANSCRIPTION FACTOR 4"
607272,"NDC80, S. CEREVISIAE, HOMOLOG OF"
607273,"FOLLICULIN"
607270,"KIAA0442 GENE"
607271,"CASPASE 8 DEFICIENCY"
607276,"RESTING HEART RATE, VARIATION IN"
607277,"ASTHMA-RELATED TRAITS, SUSCEPTIBILITY TO, 1"
607274,"UBIQUITIN-SPECIFIC PROTEASE 14"
607275,"HOP HOMEOBOX"
263520,"SHORT-RIB THORACIC DYSPLASIA 6 WITH OR WITHOUT POLYDACTYLY"
603593,"SOLUTE CARRIER FAMILY 7 (CATIONIC AMINO ACID TRANSPORTER, y+ SYSTEM), MEMBER 7"
603592,"XANTHINURIA, TYPE II"
615628,"BRAIN PROTEIN I3"
615629,"DEAFNESS, AUTOSOMAL DOMINANT 56"
603597,"SUPPRESSOR OF CYTOKINE SIGNALING 1"
603596,"POLYDACTYLY"
603595,"CRANIOSYNOSTOSIS WITH ECTOPIA LENTIS"
276600,"TYROSINEMIA, TYPE II"
615622,"TNF- AND HNRNPL-RELATED IMMUNOREGULATORY LONG NONCODING RNA"
615623,"CYTOCHROME C OXIDASE ASSEMBLY FACTOR 7"
615620,"KAPTIN"
180385,"LIM DOMAIN ONLY 2"
615626,"CHROMOSOME 15 OPEN READING FRAME 41"
615627,"BRI3-BINDING PROTEIN"
615624,"COLORECTAL NEOPLASIA DIFFERENTIALLY EXPRESSED GENE, NONCODING"
615625,"SPASTIC PARAPLEGIA 72, AUTOSOMAL RECESSIVE"
617714,"CAVEOLAE-ASSOCIATED PROTEIN 4"
617715,"MAM AND LDL RECEPTOR CLASS A DOMAIN-CONTAINING PROTEIN 1"
617716,"RHO GTPase-ACTIVATING PROTEIN 44"
617717,"AUDITORY NEUROPATHY AND OPTIC ATROPHY"
617710,"NEURODEVELOPMENTAL DISORDER, MITOCHONDRIAL, WITH ABNORMAL MOVEMENTS AND LACTIC ACIDOSIS, WITH OR WITHOUT SEIZURES"
617711,"EPILEPTIC ENCEPHALOPATHY, INFANTILE OR EARLY CHILDHOOD"
617712,"OOCYTE MATURATION DEFECT 3"
617713,"COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 33"
610568,"ZINC FINGER PROTEIN 687"
605585,"CELL DIVISION CYCLE 40, S. CEREVISIAE, HOMOLOG OF"
617718,"PLATELET ABNORMALITIES WITH EOSINOPHILIA AND IMMUNE-MEDIATED INFLAMMATORY DISEASE"
617719,"EPIPHYSEAL DYSPLASIA, MULTIPLE, 7"
181031,"S-ANTIGEN"
181030,"SALIVARY GLAND ADENOMA, PLEOMORPHIC"
208158,"ARTHROGRYPOSIS WITH HYPERKERATOSIS"
184600,"CYSTATIN A"
208155,"ILLUM SYNDROME"
208150,"FETAL AKINESIA DEFORMATION SEQUENCE"
270600,"SPASTIC DIPLEGIA AND MENTAL RETARDATION"
165240,"GLI-KRUPPEL FAMILY MEMBER 3"
205400,"TANGIER DISEASE"
130135,"SERPIN PEPTIDASE INHIBITOR, CLADE B (OVALBUMIN), MEMBER 1"
130130,"ELASTASE, NEUTROPHIL-EXPRESSED"
104130,"ALOPECIA, PSYCHOMOTOR EPILEPSY, PYORRHEA, AND MENTAL SUBNORMALITY"
122700,"COUMARIN RESISTANCE"
230750,"GASTROSCHISIS"
271950,"SUBAORTIC STENOSIS, MEMBRANOUS"
611389,"PRICKLE, DROSOPHILA, HOMOLOG OF, 4"
611388,"DEOXYNUCLEOTIDYLTRANSFERASE, TERMINAL, INTERACTING PROTEIN 1"
611385,"PROTEASOME SUBUNIT, ALPHA-TYPE, 4"
611384,"PLASMODIUM FALCIPARUM FEVER EPISODES QUANTITATIVE TRAIT LOCUS 1"
611387,"CXC CHEMOKINE LIGAND 17"
611386,"ACTIVITY-DEPENDENT NEUROPROTECTOR HOMEOBOX"
611381,"KALA-AZAR, SUSCEPTIBILITY TO, 2"
611380,"DISCO-INTERACTING PROTEIN 2, DROSOPHILA, HOMOLOG OF, C"
611383,"USHER SYNDROME, TYPE IID"
611382,"KALA-AZAR, SUSCEPTIBILITY TO, 3"
613718,"DEAFNESS, AUTOSOMAL RECESSIVE 74"
613719,"METHIONINE SULFOXIDE REDUCTASE B3"
613710,"THIAMINE METABOLISM DYSFUNCTION SYNDROME 4 (BILATERAL STRIATAL DEGENERATION AND PROGRESSIVE POLYNEUROPATHY TYPE)"
613711,"HIRSCHSPRUNG DISEASE, SUSCEPTIBILITY TO, 3"
613712,"HIRSCHSPRUNG DISEASE, SUSCEPTIBILITY TO, 4"
613713,"PCI DOMAIN-CONTAINING PROTEIN 2"
613714,"B7 HOMOLOG 6"
218400,"CRANIOMETAPHYSEAL DYSPLASIA, AUTOSOMAL RECESSIVE"
613716,"MICRO RNA 661"
251270,"MICROCEPHALY AND CHORIORETINOPATHY, AUTOSOMAL RECESSIVE, 1"
311550,"CYCLIN-DEPENDENT KINASE 16"
174200,"POLYDACTYLY, POSTAXIAL, TYPE A1"
212160,"CARNITINE DEFICIENCY, MYOPATHIC"
245010,"HAIM-MUNK SYNDROME"
310600,"NORRIE DISEASE"
136950,"FURIN"
312760,"RIBOSOMAL PROTEIN S4, X-LINKED"
201710,"LIPOID CONGENITAL ADRENAL HYPERPLASIA"
225740,"ENCEPHALOPATHY, AXONAL, WITH NECROTIZING MYOPATHY, CARDIOMYOPATHY, AND CATARACTS"
170270,"PEPTIDYLGLYCINE ALPHA-AMIDATING MONOOXYGENASE"
